"TIME IN SECS","UPWARD","DOWNWARD","LATERAL"
"5","0.8","0.971428571429","1.28571428571"
"6","1.68571428571","0.8","0.714285714286"
"7","1.71428571429","0.771428571429","1.02857142857"
"8","1.88571428571","0.742857142857","1.8"
"9","1.4","1.45714285714","0.942857142857"
"10","0.8","0.971428571429","0.6"
"11","1.68571428571","0.942857142857","0.685714285714"
"12","1.45714285714","1.11428571429","0.857142857143"
"13","1.6","1.6","2.57142857143"
"14","1.28571428571","0.942857142857","1.34285714286"
"15","1.28571428571","0.771428571429","0.314285714286"
"16","0.542857142857","1.34285714286","1.0"
"17","1.08571428571","1.25714285714","1.14285714286"
"18","1.62857142857","1.11428571429","0.771428571429"
"19","0.714285714286","1.51428571429","1.11428571429"
"20","1.34285714286","1.42857142857","2.02857142857"
"21","1.54285714286","1.6","1.54285714286"
"22","0.742857142857","1.45714285714","1.37142857143"
"23","0.914285714286","1.82857142857","1.54285714286"
"24","1.31428571429","0.514285714286","0.428571428571"
"25","1.11428571429","0.771428571429","0.714285714286"
"26","0.914285714286","0.428571428571","1.4"
"27","1.2","0.514285714286","0.8"
"28","0.31746031746","2.77777777778","1.19047619048"
