"TIME IN SECS","UPWARD","DOWNWARD","LATERAL"
"5","1.88571428571","1.22857142857","0.657142857143"
"6","1.28571428571","1.62857142857","0.742857142857"
"7","1.77142857143","1.8","0.8"
"8","0.657142857143","2.05714285714","0.885714285714"
"9","1.82857142857","1.68571428571","2.17142857143"
"10","2.02857142857","1.45714285714","0.914285714286"
"11","1.14285714286","2.11428571429","1.02857142857"
"12","1.6","1.25714285714","1.65714285714"
"13","1.11428571429","1.57142857143","1.45714285714"
"14","2.08571428571","3.28571428571","1.94285714286"
"15","2.25714285714","2.2","3.22857142857"
"16","2.48571428571","5.74285714286","4.37142857143"
"17","4.65714285714","4.91428571429","4.94285714286"
"18","9.6","3.91428571429","4.28571428571"
"19","3.74285714286","5.97142857143","3.42857142857"
"20","2.4","3.34285714286","2.71428571429"
"21","2.37142857143","2.71428571429","3.71428571429"
"22","3.6","1.97142857143","2.11428571429"
"23","2.05714285714","1.62857142857","2.4"
"24","3.31428571429","3.28571428571","2.31428571429"
"25","2.14285714286","1.94285714286","2.6"
"26","1.91428571429","1.65714285714","1.2"
"27","3.4","1.82857142857","1.08571428571"
"28","1.34920634921","4.12698412698","3.65079365079"
