"TIME IN SECS","UPWARD","DOWNWARD","LATERAL"
"5","2.14285714286","1.08571428571","2.31428571429"
"6","3.02857142857","1.71428571429","2.11428571429"
"7","2.62857142857","1.37142857143","1.8"
"8","1.25714285714","1.48571428571","1.08571428571"
"9","1.14285714286","0.685714285714","1.22857142857"
"10","0.942857142857","1.08571428571","0.657142857143"
"11","1.42857142857","2.51428571429","0.8"
"12","1.0","0.742857142857","0.6"
"13","1.71428571429","1.28571428571","1.4"
"14","1.54285714286","2.14285714286","1.51428571429"
"15","2.77142857143","1.25714285714","2.14285714286"
"16","1.85714285714","1.77142857143","0.714285714286"
"17","2.22857142857","1.8","2.4"
"18","1.17142857143","1.74285714286","1.25714285714"
"19","1.62857142857","3.05714285714","1.02857142857"
"20","4.71428571429","2.6","2.4"
"21","2.94285714286","3.2","1.62857142857"
"22","2.68571428571","3.2","1.08571428571"
"23","1.97142857143","3.0","0.371428571429"
"24","2.28571428571","1.8","0.971428571429"
"25","2.17142857143","2.02857142857","0.914285714286"
"26","2.17142857143","1.34285714286","1.42857142857"
"27","2.57142857143","1.45714285714","1.8"
"28","2.06349206349","3.4126984127","2.06349206349"
