"TIME IN SECS","UPWARD","DOWNWARD","LATERAL"
"5","0.742857142857","0.6","0.4"
"6","1.0","1.48571428571","0.885714285714"
"7","0.457142857143","0.857142857143","0.914285714286"
"8","0.142857142857","0.914285714286","0.428571428571"
"9","0.342857142857","0.685714285714","0.542857142857"
"10","0.542857142857","0.342857142857","0.342857142857"
"11","0.428571428571","0.371428571429","0.171428571429"
"12","0.485714285714","1.14285714286","0.6"
"13","0.742857142857","0.771428571429","0.342857142857"
"14","0.6","1.0","0.314285714286"
"15","0.2","0.571428571429","0.142857142857"
"16","0.6","0.971428571429","0.457142857143"
"17","1.34285714286","0.257142857143","0.971428571429"
"18","1.25714285714","0.514285714286","1.65714285714"
"19","1.08571428571","1.34285714286","1.31428571429"
"20","0.485714285714","0.942857142857","0.571428571429"
"21","0.0857142857143","1.4","0.371428571429"
"22","0.228571428571","0.6","0.171428571429"
"23","0.342857142857","0.714285714286","0.114285714286"
"24","1.05714285714","0.714285714286","0.371428571429"
"25","0.285714285714","0.571428571429","0.285714285714"
"26","0.542857142857","0.514285714286","0.4"
"27","1.0","1.0","0.771428571429"
"28","0.625","0.267857142857","0.267857142857"
