"TIME IN SECS","UPWARD","DOWNWARD","LATERAL"
"5","2.14285714286","0.771428571429","0.542857142857"
"6","1.74285714286","1.05714285714","0.142857142857"
"7","0.6","0.942857142857","0.371428571429"
"8","0.571428571429","1.25714285714","0.428571428571"
"9","0.0857142857143","1.34285714286","0.685714285714"
"10","0.2","0.885714285714","0.4"
"11","0.257142857143","2.54285714286","0.228571428571"
"12","0.885714285714","0.542857142857","0.142857142857"
"13","1.02857142857","0.628571428571","0.371428571429"
"14","0.371428571429","0.714285714286","0.0285714285714"
"15","0.542857142857","1.62857142857","0.0"
"16","0.657142857143","1.65714285714","0.2"
"17","0.828571428571","1.37142857143","0.714285714286"
"18","0.942857142857","0.628571428571","0.0571428571429"
"19","0.971428571429","0.828571428571","0.0571428571429"
"20","0.942857142857","1.45714285714","0.314285714286"
"21","0.857142857143","0.914285714286","0.228571428571"
"22","1.11428571429","0.828571428571","0.857142857143"
"23","0.2","0.285714285714","0.0"
"24","0.571428571429","0.4","0.114285714286"
"25","0.685714285714","0.171428571429","0.142857142857"
"26","0.714285714286","0.457142857143","0.0"
"27","0.428571428571","0.542857142857","0.514285714286"
"28","1.8253968254","0.873015873016","0.238095238095"
