"TIME IN SECS","UPWARD","DOWNWARD","LATERAL"
"5","1.02857142857","1.0","0.571428571429"
"6","0.685714285714","0.342857142857","0.342857142857"
"7","0.6","0.857142857143","0.0571428571429"
"8","0.742857142857","1.11428571429","0.628571428571"
"9","0.228571428571","0.6","0.342857142857"
"10","0.6","1.14285714286","0.314285714286"
"11","0.628571428571","0.971428571429","0.885714285714"
"12","0.571428571429","2.4","0.542857142857"
"13","0.485714285714","1.22857142857","0.371428571429"
"14","0.314285714286","0.457142857143","0.428571428571"
"15","1.0","0.485714285714","0.457142857143"
"16","0.685714285714","1.88571428571","1.34285714286"
"17","0.657142857143","1.54285714286","0.628571428571"
"18","0.285714285714","0.828571428571","1.11428571429"
"19","1.02857142857","0.314285714286","0.314285714286"
"20","0.628571428571","1.0","0.971428571429"
"21","1.6","0.514285714286","0.228571428571"
"22","0.685714285714","0.828571428571","0.142857142857"
"23","0.457142857143","0.542857142857","0.285714285714"
"24","0.342857142857","0.171428571429","0.0"
"25","0.542857142857","0.657142857143","0.2"
"26","0.571428571429","1.42857142857","1.42857142857"
"27","0.285714285714","1.0","0.342857142857"
"28","0.0","0.178571428571","0.357142857143"
