"TIME IN SECS","UPWARD","DOWNWARD","LATERAL"
"5","0.857142857143","0.657142857143","1.45714285714"
"6","0.8","0.714285714286","1.34285714286"
"7","1.02857142857","1.28571428571","1.48571428571"
"8","0.914285714286","1.17142857143","1.08571428571"
"9","0.771428571429","1.2","0.514285714286"
"10","1.28571428571","1.37142857143","1.2"
"11","0.8","1.42857142857","1.34285714286"
"12","0.742857142857","1.0","1.51428571429"
"13","0.971428571429","1.08571428571","0.428571428571"
"14","0.571428571429","0.571428571429","0.6"
"15","0.685714285714","0.771428571429","0.628571428571"
"16","0.657142857143","1.48571428571","0.828571428571"
"17","1.0","1.71428571429","0.8"
"18","0.628571428571","1.31428571429","1.31428571429"
"19","0.285714285714","0.714285714286","0.6"
"20","0.8","1.45714285714","1.37142857143"
"21","0.485714285714","1.17142857143","1.0"
"22","0.628571428571","0.771428571429","1.2"
"23","0.971428571429","0.885714285714","1.48571428571"
"24","0.257142857143","0.514285714286","0.457142857143"
"25","0.628571428571","0.857142857143","0.142857142857"
"26","0.628571428571","0.657142857143","0.228571428571"
"27","0.457142857143","0.942857142857","0.4"
"28","0.31746031746","1.11111111111","1.66666666667"
