"TIME IN SECS","UPWARD","DOWNWARD","LATERAL"
"5","1.14285714286","0.742857142857","1.08571428571"
"6","0.514285714286","0.457142857143","1.77142857143"
"7","0.657142857143","1.02857142857","0.914285714286"
"8","0.428571428571","1.54285714286","1.54285714286"
"9","0.742857142857","0.885714285714","0.971428571429"
"10","1.57142857143","1.25714285714","2.4"
"11","0.228571428571","0.8","1.2"
"12","0.257142857143","0.428571428571","0.457142857143"
"13","0.885714285714","0.428571428571","0.628571428571"
"14","0.857142857143","0.4","0.4"
"15","0.685714285714","0.628571428571","1.22857142857"
"16","0.571428571429","0.8","1.08571428571"
"17","1.17142857143","0.857142857143","2.05714285714"
"18","0.542857142857","0.685714285714","3.25714285714"
"19","0.685714285714","0.8","1.94285714286"
"20","0.657142857143","0.6","2.05714285714"
"21","0.971428571429","1.05714285714","1.8"
"22","0.628571428571","0.657142857143","0.885714285714"
"23","0.571428571429","0.314285714286","2.05714285714"
"24","0.914285714286","0.4","1.48571428571"
"25","0.514285714286","0.742857142857","0.885714285714"
"26","0.142857142857","0.514285714286","0.571428571429"
"27","0.714285714286","0.685714285714","1.05714285714"
"28","0.238095238095","0.952380952381","2.46031746032"
