"TIME IN SECS","UPWARD","DOWNWARD","LATERAL"
"5","0.542857142857","0.485714285714","0.371428571429"
"6","0.828571428571","0.514285714286","0.514285714286"
"7","0.342857142857","0.8","1.11428571429"
"8","0.228571428571","0.171428571429","1.02857142857"
"9","0.2","0.228571428571","0.4"
"10","0.4","0.314285714286","0.771428571429"
"11","0.114285714286","0.257142857143","1.02857142857"
"12","0.4","0.2","0.371428571429"
"13","0.371428571429","0.514285714286","0.2"
"14","1.05714285714","0.714285714286","1.0"
"15","0.828571428571","1.51428571429","0.914285714286"
"16","1.65714285714","0.828571428571","1.28571428571"
"17","3.91428571429","1.42857142857","1.02857142857"
"18","2.31428571429","1.68571428571","1.0"
"19","1.65714285714","2.62857142857","1.37142857143"
"20","3.17142857143","2.91428571429","2.28571428571"
"21","2.34285714286","3.05714285714","1.6"
"22","2.14285714286","3.02857142857","2.37142857143"
"23","2.91428571429","3.97142857143","1.25714285714"
"24","2.51428571429","2.62857142857","0.8"
"25","4.4","3.28571428571","2.62857142857"
"26","3.25714285714","3.28571428571","2.65714285714"
"27","2.54285714286","2.17142857143","1.34285714286"
"28","2.46031746032","4.68253968254","1.42857142857"
