"TIME IN SECS","UPWARD","DOWNWARD","LATERAL"
"5","0.485714285714","0.2","0.628571428571"
"6","0.542857142857","0.314285714286","0.228571428571"
"7","0.371428571429","0.885714285714","0.828571428571"
"8","1.77142857143","0.342857142857","0.885714285714"
"9","0.657142857143","0.6","1.22857142857"
"10","0.771428571429","0.714285714286","0.342857142857"
"11","0.628571428571","0.342857142857","0.828571428571"
"12","0.571428571429","0.571428571429","0.828571428571"
"13","0.657142857143","0.314285714286","1.6"
"14","0.628571428571","0.228571428571","0.685714285714"
"15","0.371428571429","0.571428571429","0.4"
"16","0.628571428571","0.228571428571","0.885714285714"
"17","0.0571428571429","0.228571428571","0.2"
"18","0.114285714286","0.657142857143","0.285714285714"
"19","0.485714285714","0.171428571429","0.542857142857"
"20","1.11428571429","0.4","0.685714285714"
"21","1.54285714286","0.885714285714","1.48571428571"
"22","0.457142857143","0.542857142857","0.971428571429"
"23","0.285714285714","0.628571428571","0.8"
"24","1.22857142857","0.485714285714","0.714285714286"
"25","0.657142857143","0.857142857143","0.714285714286"
"26","0.2","0.4","0.371428571429"
"27","0.428571428571","0.685714285714","0.685714285714"
"28","1.11111111111","1.42857142857","0.793650793651"
