"TIME IN SECS","UPWARD","DOWNWARD","LATERAL"
"5","0.714285714286","0.6","0.914285714286"
"6","0.885714285714","0.657142857143","0.6"
"7","0.542857142857","0.885714285714","2.54285714286"
"8","0.742857142857","0.428571428571","0.857142857143"
"9","0.485714285714","0.542857142857","0.0857142857143"
"10","0.314285714286","0.514285714286","0.428571428571"
"11","0.428571428571","0.314285714286","0.257142857143"
"12","0.457142857143","0.228571428571","0.285714285714"
"13","1.31428571429","0.457142857143","0.828571428571"
"14","0.942857142857","0.771428571429","1.05714285714"
"15","0.285714285714","0.857142857143","0.714285714286"
"16","0.742857142857","0.2","0.314285714286"
"17","0.542857142857","0.457142857143","0.514285714286"
"18","0.628571428571","1.02857142857","0.971428571429"
"19","0.542857142857","1.0","1.34285714286"
"20","0.171428571429","0.428571428571","0.371428571429"
"21","1.77142857143","1.42857142857","1.34285714286"
"22","0.885714285714","1.57142857143","0.542857142857"
"23","0.885714285714","0.828571428571","0.857142857143"
"24","1.42857142857","0.657142857143","1.6"
"25","0.6","1.02857142857","0.885714285714"
"26","0.514285714286","0.771428571429","0.514285714286"
"27","1.91428571429","0.371428571429","0.628571428571"
"28","1.19047619048","0.714285714286","0.873015873016"
