"TIME IN SECS","UPWARD","DOWNWARD","LATERAL"
"5","1.97142857143","1.14285714286","0.571428571429"
"6","3.37142857143","0.885714285714","0.742857142857"
"7","2.65714285714","1.31428571429","1.68571428571"
"8","1.48571428571","1.22857142857","1.0"
"9","2.37142857143","0.8","0.657142857143"
"10","1.6","2.0","0.6"
"11","1.37142857143","1.71428571429","0.942857142857"
"12","0.8","2.08571428571","1.14285714286"
"13","1.85714285714","1.45714285714","0.371428571429"
"14","1.88571428571","0.885714285714","1.51428571429"
"15","1.88571428571","1.25714285714","0.4"
"16","1.08571428571","1.57142857143","1.25714285714"
"17","1.82857142857","1.51428571429","0.885714285714"
"18","1.28571428571","1.08571428571","0.428571428571"
"19","2.57142857143","1.94285714286","2.0"
"20","1.42857142857","2.08571428571","1.37142857143"
"21","2.08571428571","1.57142857143","0.885714285714"
"22","0.942857142857","0.571428571429","0.428571428571"
"23","1.74285714286","2.48571428571","1.08571428571"
"24","1.8","1.97142857143","0.885714285714"
"25","1.05714285714","1.74285714286","1.11428571429"
"26","1.65714285714","1.22857142857","2.4"
"27","2.2","1.45714285714","2.68571428571"
"28","0.625","1.42857142857","2.41071428571"
