"TIME IN SECS","UPWARD","DOWNWARD","LATERAL"
"5","0.485714285714","0.857142857143","0.8"
"6","0.742857142857","0.457142857143","0.428571428571"
"7","0.685714285714","0.685714285714","0.657142857143"
"8","0.2","0.628571428571","0.0857142857143"
"9","0.6","0.514285714286","0.428571428571"
"10","0.942857142857","0.771428571429","0.942857142857"
"11","0.428571428571","0.8","0.171428571429"
"12","0.457142857143","0.657142857143","0.114285714286"
"13","1.54285714286","0.857142857143","0.857142857143"
"14","0.542857142857","0.257142857143","0.885714285714"
"15","0.514285714286","0.257142857143","0.685714285714"
"16","0.314285714286","0.6","0.342857142857"
"17","0.6","1.02857142857","0.657142857143"
"18","0.885714285714","0.542857142857","0.828571428571"
"19","1.54285714286","1.11428571429","0.571428571429"
"20","0.6","0.657142857143","0.114285714286"
"21","0.457142857143","0.257142857143","0.714285714286"
"22","0.257142857143","0.228571428571","0.2"
"23","0.257142857143","0.4","0.257142857143"
"24","0.114285714286","0.171428571429","0.257142857143"
"25","0.428571428571","0.857142857143","0.428571428571"
"26","0.542857142857","0.2","0.257142857143"
"27","1.57142857143","1.37142857143","0.914285714286"
"28","1.19047619048","1.5873015873","1.11111111111"
