"TIME IN SECS","UPWARD","DOWNWARD","LATERAL"
"5","0.4","0.485714285714","0.228571428571"
"6","0.742857142857","0.742857142857","0.228571428571"
"7","0.771428571429","0.628571428571","0.4"
"8","0.571428571429","1.17142857143","0.685714285714"
"9","1.11428571429","1.14285714286","0.8"
"10","0.371428571429","0.314285714286","0.628571428571"
"11","0.742857142857","0.942857142857","0.171428571429"
"12","0.571428571429","0.2","0.285714285714"
"13","1.45714285714","0.542857142857","0.114285714286"
"14","0.828571428571","0.228571428571","0.114285714286"
"15","1.22857142857","1.08571428571","1.08571428571"
"16","0.742857142857","0.828571428571","0.714285714286"
"17","0.314285714286","0.285714285714","1.2"
"18","0.628571428571","1.0","2.45714285714"
"19","0.628571428571","0.6","1.51428571429"
"20","0.571428571429","0.571428571429","0.4"
"21","1.02857142857","0.542857142857","1.22857142857"
"22","0.485714285714","1.0","0.428571428571"
"23","0.0","0.4","0.142857142857"
"24","0.342857142857","0.142857142857","0.142857142857"
"25","0.742857142857","0.457142857143","0.228571428571"
"26","0.0285714285714","0.0571428571429","0.2"
"27","0.285714285714","0.171428571429","0.114285714286"
"28","0.0714285714286","0.785714285714","0.285714285714"
