"TIME IN SECS","UPWARD","DOWNWARD","LATERAL"
"5","1.8","2.48571428571","1.25714285714"
"6","1.48571428571","2.37142857143","2.62857142857"
"7","1.28571428571","1.74285714286","1.51428571429"
"8","1.8","2.05714285714","1.42857142857"
"9","1.62857142857","2.71428571429","1.05714285714"
"10","1.11428571429","1.42857142857","3.0"
"11","0.857142857143","1.54285714286","1.14285714286"
"12","1.11428571429","1.2","1.65714285714"
"13","2.42857142857","1.54285714286","2.34285714286"
"14","1.94285714286","2.97142857143","1.88571428571"
"15","1.45714285714","1.02857142857","1.48571428571"
"16","1.4","2.54285714286","0.971428571429"
"17","1.0","1.74285714286","2.28571428571"
"18","1.82857142857","1.02857142857","2.71428571429"
"19","0.971428571429","1.11428571429","0.514285714286"
"20","0.628571428571","0.571428571429","0.228571428571"
"21","1.51428571429","2.22857142857","0.885714285714"
"22","1.74285714286","2.05714285714","1.51428571429"
"23","1.14285714286","1.28571428571","1.37142857143"
"24","0.885714285714","1.31428571429","0.685714285714"
"25","1.0","1.51428571429","2.22857142857"
"26","1.77142857143","2.25714285714","2.71428571429"
"27","1.2","1.68571428571","2.88571428571"
"28","1.25","2.94642857143","2.76785714286"
