"TIME IN SECS","UPWARD","DOWNWARD","LATERAL"
"5","0.714285714286","0.571428571429","0.742857142857"
"6","0.771428571429","0.542857142857","0.0285714285714"
"7","2.08571428571","1.34285714286","0.885714285714"
"8","0.942857142857","0.914285714286","0.914285714286"
"9","0.542857142857","0.828571428571","1.11428571429"
"10","0.542857142857","0.8","0.257142857143"
"11","1.37142857143","0.542857142857","0.314285714286"
"12","0.342857142857","0.571428571429","0.0857142857143"
"13","0.828571428571","0.514285714286","0.485714285714"
"14","0.657142857143","0.771428571429","0.942857142857"
"15","0.742857142857","0.371428571429","0.457142857143"
"16","0.685714285714","0.685714285714","0.285714285714"
"17","0.6","1.05714285714","0.314285714286"
"18","0.742857142857","0.771428571429","0.657142857143"
"19","0.685714285714","0.142857142857","0.0857142857143"
"20","0.971428571429","0.514285714286","0.4"
"21","1.31428571429","0.885714285714","0.457142857143"
"22","0.942857142857","1.28571428571","0.828571428571"
"23","0.742857142857","1.57142857143","0.6"
"24","0.828571428571","0.485714285714","0.6"
"25","0.628571428571","0.542857142857","0.114285714286"
"26","1.14285714286","0.857142857143","0.428571428571"
"27","1.34285714286","0.514285714286","0.4"
"28","0.357142857143","1.07142857143","0.535714285714"
