"TIME IN SECS","UPWARD","DOWNWARD","LATERAL"
"5","1.31428571429","1.2","1.22857142857"
"6","1.14285714286","0.742857142857","1.48571428571"
"7","1.6","2.45714285714","1.6"
"8","1.8","2.14285714286","1.28571428571"
"9","1.82857142857","1.22857142857","1.28571428571"
"10","1.22857142857","1.22857142857","1.11428571429"
"11","1.08571428571","2.85714285714","0.857142857143"
"12","1.54285714286","1.14285714286","1.11428571429"
"13","2.22857142857","2.54285714286","1.42857142857"
"14","1.37142857143","2.31428571429","1.6"
"15","0.857142857143","0.971428571429","1.31428571429"
"16","1.54285714286","1.11428571429","0.885714285714"
"17","2.31428571429","0.657142857143","1.0"
"18","2.8","1.05714285714","0.685714285714"
"19","2.48571428571","2.28571428571","1.77142857143"
"20","2.34285714286","2.31428571429","1.88571428571"
"21","3.08571428571","1.02857142857","2.05714285714"
"22","1.71428571429","1.85714285714","1.4"
"23","1.65714285714","2.34285714286","1.65714285714"
"24","2.25714285714","1.65714285714","1.0"
"25","2.0","2.05714285714","1.54285714286"
"26","1.25714285714","2.14285714286","0.971428571429"
"27","2.0","1.77142857143","2.0"
"28","2.06349206349","2.38095238095","1.03174603175"
