"TIME IN SECS","UPWARD","DOWNWARD","LATERAL"
"5","3.0","3.51428571429","2.6"
"6","1.48571428571","2.54285714286","1.62857142857"
"7","0.885714285714","2.34285714286","1.31428571429"
"8","0.771428571429","0.971428571429","0.342857142857"
"9","0.342857142857","1.74285714286","0.4"
"10","1.57142857143","1.68571428571","0.257142857143"
"11","1.31428571429","1.54285714286","0.4"
"12","2.54285714286","1.34285714286","1.11428571429"
"13","1.34285714286","2.77142857143","1.54285714286"
"14","1.85714285714","2.62857142857","1.4"
"15","1.25714285714","1.31428571429","0.6"
"16","1.14285714286","1.42857142857","0.628571428571"
"17","1.65714285714","1.05714285714","0.657142857143"
"18","1.45714285714","1.6","0.685714285714"
"19","2.14285714286","3.05714285714","1.6"
"20","3.77142857143","2.25714285714","1.05714285714"
"21","3.62857142857","2.65714285714","1.2"
"22","2.14285714286","1.54285714286","1.34285714286"
"23","2.11428571429","1.77142857143","1.25714285714"
"24","2.97142857143","2.54285714286","1.74285714286"
"25","3.4","5.88571428571","3.14285714286"
"26","3.65714285714","4.02857142857","3.54285714286"
"27","5.97142857143","5.34285714286","5.2"
"28","3.57142857143","7.14285714286","5.15873015873"
