"TIME IN SECS","UPWARD","DOWNWARD","LATERAL"
"5","1.2","1.71428571429","1.82857142857"
"6","2.48571428571","1.54285714286","2.17142857143"
"7","1.48571428571","1.54285714286","1.54285714286"
"8","0.885714285714","1.94285714286","1.88571428571"
"9","0.885714285714","2.2","1.37142857143"
"10","1.82857142857","0.857142857143","2.17142857143"
"11","1.11428571429","1.45714285714","1.17142857143"
"12","0.714285714286","1.62857142857","1.65714285714"
"13","1.25714285714","0.714285714286","1.82857142857"
"14","1.62857142857","1.02857142857","1.68571428571"
"15","0.828571428571","1.05714285714","1.28571428571"
"16","0.828571428571","1.4","1.22857142857"
"17","1.45714285714","1.14285714286","1.51428571429"
"18","1.45714285714","0.885714285714","1.68571428571"
"19","1.74285714286","1.2","1.22857142857"
"20","1.82857142857","0.657142857143","1.02857142857"
"21","0.8","1.25714285714","1.08571428571"
"22","1.2","1.8","1.88571428571"
"23","1.65714285714","0.657142857143","1.02857142857"
"24","1.54285714286","1.05714285714","1.4"
"25","0.685714285714","1.0","1.02857142857"
"26","1.11428571429","1.2","1.25714285714"
"27","1.31428571429","0.857142857143","2.11428571429"
"28","0.714285714286","1.11111111111","2.61904761905"
