"TIME IN SECS","UPWARD","DOWNWARD","LATERAL"
"5","0.457142857143","1.37142857143","2.91428571429"
"6","1.08571428571","0.942857142857","1.4"
"7","1.65714285714","1.42857142857","2.51428571429"
"8","1.0","0.714285714286","3.0"
"9","1.0","1.62857142857","0.885714285714"
"10","0.6","1.2","1.85714285714"
"11","0.371428571429","0.971428571429","0.971428571429"
"12","1.68571428571","1.31428571429","2.08571428571"
"13","1.65714285714","1.4","1.8"
"14","0.771428571429","2.05714285714","1.0"
"15","0.885714285714","0.742857142857","0.4"
"16","0.771428571429","0.228571428571","0.457142857143"
"17","1.57142857143","0.6","0.971428571429"
"18","0.571428571429","1.28571428571","1.45714285714"
"19","0.685714285714","1.25714285714","1.28571428571"
"20","0.828571428571","1.48571428571","0.542857142857"
"21","1.05714285714","0.8","0.542857142857"
"22","1.4","0.314285714286","1.08571428571"
"23","0.742857142857","0.828571428571","1.14285714286"
"24","0.857142857143","1.42857142857","1.37142857143"
"25","1.34285714286","1.57142857143","1.0"
"26","1.34285714286","2.68571428571","1.05714285714"
"27","2.0","0.914285714286","1.28571428571"
"28","2.46031746032","0.31746031746","1.5873015873"
